0,2016.10.13 10:46,7月23日，北京八达岭野生动物园发生老虎伤人事故致一死一伤。32岁游客赵女士在东北虎园下车时，被老虎拖走受伤，其母周女士下车追女儿时遭老虎撕咬死亡。昨日，伤者赵女士讲述事发经过时称，自己因为坐车晕车，下车去往驾驶室被咬伤，并非因为吵架。昨天晚上，赵女士接受京华时报记者电话采访时回忆，事发当天早上，她开着 车去给车做了保养，并且一路开车到八达岭野生动物园，加上路上堵车，自己非常累。于是，进入动物园后，就让爱人开车，但由于爱人开车不熟练，并且当时正处 于上坡地段，自己有点晕车。赵女士说，由于自己开车不晕坐车晕，所以提出要开车，便下车去往驾驶室。在走到驾驶室时，赵女士听到了 巡逻车按喇叭的声音，但来不及了，老虎已经扑过来了。对于为何会在东北虎园下车，赵女士回应说，东北虎园的构造非常混乱，容易给人一种错觉。在看到“禁止下车”警示牌的地方自己并没有下车，而是到了允许下车的休息区才下的车。赵女士告诉记者，自己受伤确实很严重，但并不像网上说的那样下巴被咬掉，“我的腰部、面部、脊椎、牙齿等多部位受伤，右脸有一道20多厘米长的疤痕，面部 神 经受损，牙齿掉了两颗，咀嚼功能受到影响。”赵女士称，目前的医学治疗已经结束，之后右下颌部分有钢板要取出，还需进行一些康复性、整容性的后期治疗，毕 竟自己还这么年轻。赵女士称，“事发当时就应该发声。但是我们充分相信了当地的政府。爱人单位领导和地方政府也一再协调。他们采取迂回战术，这可能是危机公关的手段吧。等调查报告出来之后，动物园就有恃无恐了。动物园说仍在与我们商谈，那是天大的谎言。”对于网上的言论，赵女士称：这是诬陷。任何人都有判断失误的时候，我自己肯定有责任，但我不认同网民的“不作死不会死”这一说法。事发当晚，延庆的朋友圈都在疯传我的消息。看到资料被扒，挺无语的。事发后，赵女士的父亲一直在和动物园的协商。赵先生表示，8月29日，在和八达岭野生动物园协商时，园方提出按照处理交通事故的办法定损、定责、定赔。对于 死者周某，双方协定定损124.5万，并达成一致。家属认为动物园应对周某的死亡承担全部责任，但动物园表示只承担15%的责任，并予以赔偿。对于伤者赵女士，家属一方提出定损150余万，己方承担20%至30%的责任，动物园承担70%至80%的责任；但动物园只认可74.5万，不同意家属提出的精神损 失费和后期治疗费用赔偿。赵先生表示，截至目前，动物园一方也没有给出明确的答复，双方也未达成一致意见。昨天晚上，记者联系到八达岭野生动物园负责宣传的曹先生。对于家属指称的动物园没有及时采取有效救援措施一事，曹先生表示，根据视频显示，巡逻车当时就是过去救援的，事情已经很清楚了，不需要再做出解释。曹先生称，动物园会依据政府结论办事，政府的调查报告非常详细清楚，动物园没有责任，也就不存在赔偿的问题，如果有赔偿的话，也仅仅是出于道义上的。目前， 动物园仍在和家属沟通，但还没有结论，对于事情的进展和双方协商的问题，曹先生表示不方便透露。此外，曹先生说，东北虎园目前仍未开放，具体开放时间还不确定。[“我们要求的只是一个公道，一个澄清事实的机会。”]10月14日，八达岭野生动物园老虎袭人事件受伤者赵女士，接受了澎湃新闻的采访。在谈及事故的赔偿问题时，她表示，“人已经去世了，他就算是赔偿一个亿也好，或者怎么样也好。对于我们来说一条鲜活的生命没有了。受伤的人也是很难恢复以前的那种模样了。所以我们要求的只是一个公道，一个澄清事实的机会。”不过赵女士也表示说自己并非没有责任。她认为，自己的责任在于，一是对周围环境的误判，包括下车的一种草率。事情过去已经有将近3个月时间，赵女士在回忆起事发当时的场景依然十分清晰。她回忆说，那天因为车子走走停停，自己有点晕车。于是，就打算和爱人交换座位，自己来开车。当时，赵女士是一直走到了主驾驶位置之后，后面一辆小红车按了喇叭。但是那个时候老虎就已经向她扑过来了，已经为时已晚了。她说：“大家第一时间看到的就是我下了车，然后救援车辆它又第一时间出现了。但是后面的事情就没有了。”“我爱人也不停地敲打救援车的门。但是他们回应的方式就是，这种情况我们没法救，遇到这种情况我们也不敢下车。”事故消息在网上曝出后，也引发了网上诸多的讨论，更有网友对赵女士恶言相向。对此，赵女士表示，母亲去世的伤痛要大过对于舆论的关心。她认为，最后还是要用事实，用法律最终的判决来证明这些事情。
1,1月13日 09:36 ,小鬼我是一片云809,,只怪自已没吧，嫁武松多好。 
13344,2016-10-13 12:06 ,阿阿阿俊同學,,自己随便下车意识淡薄现在又开始胡搅蛮缠了 
13345,2016-10-13 12:06 ,麻花小丸子啊撸,,说什么没有提醒啥的，那为啥别人没下车，就你下车了 
13346,2016-10-13 12:06 ,zd和xh的健康快乐猴宝宝,,太不要脸了，明明都是自己在作死！建议动物园一分都不要给他们！ 
13347,2016-10-13 12:06 ,大笨笨56,戀旧時,要滚也是你吧！连滚带爬哈！不要影响我心情。污染我视线。 
13348,2016-10-13 12:06 ,愿意一痴心,,看到大家都骂她，我也就放心了 
13349,2016-10-13 12:06 ,繁亦不凡-YF,,自己做事自己负责，别乱推责任 
13350,2016-10-13 12:06 ,alicelinxi_,,图片评论 ¡评论配图 
13351,2016-10-13 12:06 ,_YuYummy,,神經病 自作自受 
13352,2016-10-13 12:06 ,M韬M,,人呐，总想着在最后再捞一笔！脸呢？ 
13353,2016-10-13 12:06 ,SycamoreTreeee,,真不要脸。 
13354,2016-10-13 12:06 ,可恨的霾雾,,自己不守规矩的恶果 
13355,2016-10-13 12:06 ,小王子Ys,,我靠  脸呢  当大家都是傻子啊   啥车速能让你晕成这样?从副驾驶换到驾驶座就不晕了? 
13356,2016-10-13 12:06 ,qyqqyyqy,,开车的晕车还挺少见的 
13357,2016-10-13 12:06 ,老喵啊,,动物园坚决不要陪啊…… 
13358,2016-10-13 12:06 ,Zzzyx欣呀_,,自己的责任 
13359,2016-10-13 12:06 ,文哥随便看看,,我只为这女的老公感到深深的悲哀，人生短短几十年，找这样一个泼妇，何必呢，图啥呢。 
13360,2016-10-13 12:06 ,捷要好好爱自己,,要脸不？这位女士 
13361,2016-10-13 12:06 ,xr_heunyeo,,自始自钟这件事唯一可怜的就是这女的老母亲，被女儿坑了命 
13362,2016-10-13 12:06 ,輝輝_Huang,,虽然死者为大，但是责任还是应该分清。如果这都能入罪，担心以后是个人都能无视规矩，任意妄为！ 
13363,2016-10-13 12:06 ,心有猛虎细嗅点点,,自己非得下车让别人给你买单，没文化还没素质 
13364,2016-10-13 12:06 ,思前想后真的不能用真名,,法律要是支持，就是给碰瓷不犯法开了先河了 
13365,2016-10-13 12:06 ,ShilohWoo,宇宙里的飞船,新闻报道里说他们是在“禁止停车区停车” 女主说他们是在“允许停车的地方才停车” ——这里可能有问题 是女主说谎了？还是园方说谎了？还是确认是园方警示牌指示确实不明确？ 这点还是有待考证 
13366,2016-10-13 12:06 ,程程是个好姑娘,, 
13367,2016-10-13 12:06 ,Ljwz_yooooo,,老虎蓝瘦 香菇。 
13368,2016-10-13 12:06 ,生吾生囡都一样,,一般换位置不是两个人一起下车吗，为什么你要走到驾驶员那边，为什么驾驶员要等你过来？ 
13369,2016-10-13 12:06 ,马甲小姐seoul买买买,,动物园说…是老虎咬的你找老虎索赔去啊…… 
13370,2016-10-13 12:06 ,占卜师_玄清子,桔梗花已开,大家是都在声讨呀！问题大家都在说，晕车就要下车，那么晕飞机怎么不下飞机？我的意思是，不要谈论晕车了！因为她根本就没晕车！懂？ 
13371,2016-10-13 12:06 ,滚滚红尘70,,晕车就可以下车了吗，吵架晕车都一样自己的责任！ 
13372,2016-10-13 12:06 ,登登登等凳,hai我也是醉了,请问哪里不完善，难道请十个保镖跟着她才算完善吗 
13373,2016-10-13 12:06 ,花花若盛开,,不要脸，死了算了 
13374,2016-10-13 12:06 ,是尼克和佩奇哦,,晕车？晕车你别自己开车去虎园里面玩啊！ 
13375,2016-10-13 12:05 ,陈奕迅不如不见,,为什么要陪，她自己作死连累自己的母亲，还敢要钱！！一家人不要脸！去死吧！以后自杀的说不定就来这了，还可以给家人留一大笔钱呢 
13376,2016-10-13 12:05 ,蜜丝Lee-,,自己的妈都因为自己的任性丢失了生命 ，还大言不惭的说自己因为晕车！换到副驾驶你就不晕了？这一辈子你想起来你母亲的死因自己心里不会自责？？ 
13377,2016-10-13 12:05 ,6月的Rurutia,,当时警方调查时有她家人的口供应该看下，是否她先生的证词与她一致？ 
13378,2016-10-13 12:05 ,李莫愁之小猪快跑,,作死算了，你没看到指示牌，难道就听不到喇叭里的提醒吗？难道耳朵聋了？想想孩子积点德吧，因为自己作让母亲丢了命，别让孩子也学你了。 
13379,2016-10-13 12:05 ,1万元创业项目,,优衣库事件当事人表示，误以为这里没人，而且欲望来了，就在这里啪啪啪了，希望优衣库能赔偿200万名誉损失费！ 
13380,2016-10-13 12:05 ,Emily3015,,是啊，动物园里开车一般开不快，会头晕，换坐？骗鬼！ 
13381,2016-10-13 12:05 ,啊嘎嘎啦啦啦,美得不像人类,哪个事件？ 
13382,2016-10-13 12:05 ,图图图图Tu,,还能更不要脸一点么，本来大家已经忘的差不多了，这是出来刷一刷存在感么？ 
13383,2016-10-13 12:05 ,__吕阿咪,我叫匡亨, 我就说这个女的木有死 你和胖子非说死了……真不知道你们怎么在看新闻………… 
13384,2016-10-13 12:05 ,Avivixin,,不要费用，真实可靠 ¡评论配图 
13385,2016-10-13 12:05 ,行走的饭桶桶,,是赔给动物园吗 
13386,2016-10-13 12:05 ,Choney-,,两百万？心疼动物园 
13387,2016-10-13 12:05 ,yuezzzzzZi,,动物园逼你下车的？你要晕车想换前面坐，可以爬过去是，没必要冒险下车啊！你当老虎不发威是HELLO KITTY！老虎可不是吃素的！真是够傻的！ 
13388,2016-10-13 12:05 ,孤单又灿烂的神丶,,这是我见过最不要脸的人 
13389,2016-10-13 12:05 ,你家的徐三岁,,我可以说你是神经病吗？还是你眼瞎 
13390,2016-10-13 12:05 ,养生小姐姐系我啦,,晕车有理了？晕车就随便下车，那你晕机，晕船呢？word妈，你厉害了！ 
13391,2016-10-13 12:05 ,酒徒,,一分钱都不要赔最好，不然不长记性。 
13392,2016-10-13 12:05 ,惜霍惜福,,不管怎样，下车就不对 
13393,2016-10-13 12:05 ,wuli白龙猫,,早不晕晚不晕，在园区里晕，自己没有危机意识下了车还要求赔偿，脸皮真厚，应该反省一下你自己！ 
13394,2016-10-13 12:05 ,美控家GUOLENS美瞳商城,,反正不管怎样我是都不敢在园里下车，还是小心敬慎🉐好，上坡路不好开那就慢慢开……急啥 
13395,2016-10-13 12:05 ,北方之冰冰,,动物园有责任，这么危险的场所，竟然无明确的保险，让游客完全处于危险之中，动物园玩的是脱责游戏， 
13396,2016-10-13 12:05 ,百里不挑,,抢钱啊你的脸买保险了吗 
13397,2016-10-13 12:05 ,孙猴子9999,,所以人出去也不要太任性了，不让下车就别下 
13398,2016-10-13 12:05 ,救救我自己徐燮香,,我们母女原本健康的身体，如今被罪犯用致癌的生化毒物、用能穿透墙壁地面的不明武器严重损坏我们母女的器官血液！导致我们多项致癌的血液指标超出数倍，多项血指标被破坏，器官被损坏。法不作为，我和孩子只好求救于社会，希望热爱生命善良有正义的人们一起来关注这起国际禁用的生化武器谋杀案🙏 
13399,2016-10-13 12:05 ,花椒和花椒,叹当年,你说的好棒😂 
13400,2016-10-13 12:05 ,可爱的奈瑠,Cafei,舆论的偏向不是要她死。而是因为她犯了错还要别人替她承担责任。明确的说过不要去做那件事 会有危险。不顾劝告的做了 也为此付出了代价 自己的妈妈已经离世了 现在还要因为自己擅自下车索赔动物园。自己犯的错 想让别人买单 这才是大家生气的原因。 
13401,2016-10-13 12:05 ,我是破痕呀,管理员让你签字，连看都不看就签，咋那么听话呢，你以为是什么就是什么，你上帝啊,不让看就不看，那不让下车你咋还下车呢？实在怪不着人了这是 
13402,2016-10-13 12:05 ,沈西含-,回忆专用小四月,心疼老虎 心想你们人把我圈起来让你们看也就算了 还让我背锅 还要次了窝 
13403,2016-10-13 12:05 ,晴格格97685,,呵呵！老虎🐯表示蓝瘦，香菇！ 
13404,2016-10-13 12:05 ,coin小刀刀,,唉，这谎话编的，幼稚! 
13405,2016-10-13 12:05 ,花花若盛开,,还不如咬死得了 
13406,2016-10-13 12:05 ,格林文化集团,,脉络明确，事实清楚，经核实，此女厚颜无耻。 
13407,2016-10-13 12:05 ,萝拉今天瘦了吗,,老虎是国家保护动物，你是吗？ 
13408,2016-10-13 12:05 ,Jlrrrong,,不是当事人 围观群众的我们有必要把话说这么绝嘛 ？？当事人如果知道当时的危险情况 晕车和死人她自己分不清孰轻孰重嘛？？他会拿自己生命开玩笑？？动物园在警告 和协议上肯定也有含糊不清的地方！ 都有责任！！！ 
13409,2016-10-13 12:05 ,我爱我老张,,没脑子的人年年有 
13410,2016-10-13 12:05 ,雨雨彤彤彤阿,Jingbabyss--,索赔是挺不合理的，当事人自己也有责任，但是有些人喷的也过了，咒别人死骂别人活该🌚 
13411,2016-10-13 12:05 ,yw8685,ChanManwah,那就說明  這女的說一部分真話 
13412,2016-10-13 12:05 ,Nai奈生醬,,这样坑人 要不要脸 
13413,2016-10-13 12:05 ,文宝宝小垚垚,Y方FANG0104,应该给她负分 
13414,2016-10-13 12:05 ,喵果柒柒,如果我有哆啦A梦的时光机,这家人就是经典的无赖呗，老妈死都死了肯定要讹动物园一笔钱的 
13415,2016-10-13 12:05 ,syy小盆友,,想了这么久就想了个这样的理由啊  666   晕船你咋不跳海 
13416,2016-10-13 12:05 ,刘云云走在希望的田野上,,晕车？你他妈平时不晕就那天晕了? 
13417,2016-10-13 12:05 ,sunshineyq,//,@suesue1998 这货晕机一定会开应急舱门，，求今生有幸不共她同一个地球 
13418,2016-10-13 12:05 ,麦迪辰夕的故事,,作死 
13419,2016-10-13 12:04 ,汤汤哩个哩,,不要碧脸！从未见过如此厚颜无耻之人！ 
13420,2016-10-13 12:04 ,猫侠蜀黍,,赵某虽然受伤了，但的确是她做错了。第一，没有在正规地方买票。第二，检票员明确表示不要下车，但她还是下了。给人错觉的说法完全不成立。当时那么多人也没有一个人下车，为什么她要下？晕车晕得连命都不想要了？ 
13421,2016-10-13 12:04 ,有没有着么扯_,叹当年,在动物园里你不是看动物去的？车速会超过5迈？10迈之内你晕车？！地球自转你晕不？ 
13422,2016-10-13 12:04 ,心若含笑LI,,原告忽视园方规定，戏弄老虎的兽性，理应罚款200万 
13423,2016-10-13 12:04 ,漠然扶首那人定在黑灯瞎火处,,就是没有认识到当时下车行为错误的 
13424,2016-10-13 12:04 ,童旺财,找丫么来找茬,对，就是气势汹汹，看见的人还以为去打架呢 
13425,2016-10-13 12:04 ,貌美如花小仙女-,,这么厉害怎么不去把咬你的老虎咬回去 
13426,2016-10-13 12:04 ,木棉_花开_我在,,还好意思要索赔？！碰瓷的最高境界啊 
13427,2016-10-13 12:04 ,瞅啥瞅要请吃饭咋滴,,我记得之前新闻里面说了，老虎园区的出口就只有十几步的距离，开车分分钟就出去了…晕车等不了这一两分钟 ¡评论配图 
13428,2016-10-13 12:04 ,蜗牛绝不言弃,,呵呵。简直不要脸 
13429,2016-10-13 12:04 ,墨非白YWR,,园方没要你赔钱算好的，你还好意思向园方索赔？？？！！！呸！ 
13430,2016-10-13 12:04 ,纾纤,,按照这一家人的逻辑，高速公路上违章出了车祸，家属是不是也要找路桥公司索赔？动物园几个月没开，人家的损失谁赔？太过分了！ 
13431,2016-10-13 12:04 ,更兼高阁玉兰风,,你咋那么不要脸呢？园门口有提示，不能随意下车，你下车后，院方开车紧随其后，用喇叭对你喊话，你充耳不闻，执意下车，你自己受伤自己死了无所谓，是你自己作，你母亲为救你而死，你不觉得惭愧吗？你晕车换到驾驶室就不晕车了？现在还没认识到自己的错误，也真是可悲！ 
13432,2016-10-13 12:04 ,BT老白,,你家晕车走路还蹭蹭的 再说晕车下车跑到驾驶室有意义吗 可以治疗晕车 
13433,2016-10-13 12:04 ,Island-xyxy,,厉害了我的姐 
13434,2016-10-13 12:04 ,Carry92,,园方躺枪 
13435,2016-10-13 12:04 ,知小念的梨涡笑容,,自己害死自己亲妈自己承担后果，别让你自己的良心也被老虎吃了 
13436,2016-10-13 12:04 ,七月不吃鱼,,晕车说这个锅我不背！ 
13437,2016-10-13 12:04 ,清苑-,,一个屁 
13438,2016-10-13 12:04 ,小螃蟹_快到碗里来,,既然晕车，为什么要去驾驶座 
13439,2016-10-13 12:04 ,莫问人间事-R,,拼什么怪不能说的动物！动物不是有警告不能下车吗？你瞎啊看不见！出事就来要钱！还要不要脸了！可怜天下父母心！ 
13440,2016-10-13 12:04 ,漠然扶首那人定在黑灯瞎火处,,果然。。。 
13441,2016-10-13 12:04 ,ChanManwah,,动物园其实已经愿意赔偿了啊……七十多万，但是他们不肯，一定要动物园赔200万。以后个个有样学样，想死的，有重病的，全部去动物园这么一闹，都可以拿200万赔偿？ 
13442,2016-10-13 12:03 ,夏-林夕,,这家人不要脸 
13443,2016-10-13 12:03 ,沙龛,,我终于知道为什么脸没受伤了 
13444,2016-10-13 12:03 ,糯幂狐狸小茜xi,,这脸大的真是无敌了～你晕车？现在才说晕车？你老公之前咋就没想到说你晕车呢～现在说有点勉强吧？ 
13445,2016-10-13 12:03 ,BOOM大瑾BOOM,,晕车可以有别的措施，作为成年人，应该知道不能在野生动物园里下车。虽然出事值得同情，但现在的说辞真的有点不合理了。 
13446,2016-10-13 12:03 ,yuezzzzzZi,,动物园逼你下车的？晕车你就别坐车啊！ 
13447,2016-10-13 12:03 ,司馬涛手绘,,以前看过评论听说这个女的是北京某医院闹事那个人。。 
13448,2016-10-13 12:03 ,Jassmminee,,你说签合同之前，动物园工作人员没说清楚，那你就签啊，是个人就知道吧，不能在里边停车，你说园里救急不及时，那你就活下来？晕车下车换座位，晕飞机，我是不是也能开开窗子出去一下，动物园当然也有自己的问题，很多事情提前没说清楚等，但是这位女子应该负主要责任，不是说，你是受害者就能扭曲事情 
13449,2016-10-13 12:03 ,LeIiii-X,,太不要脸 
13450,2016-10-13 12:03 ,12月的射手兔,,准备用200万去韩国整容吧 
13451,2016-10-13 12:03 ,晓阿姨呀,,脑子是个好东西 希望你能有 
13452,2016-10-13 12:03 ,我只是随便说一句,,觉得应该赔偿20万。 
13453,2016-10-13 12:03 ,郑-Young,,换位置可以在车里换那 那么危险的地方 
13454,2016-10-13 12:03 ,maywu-,,晕车所以换座位？这不是晕车，是晕位吧？坐副驾驶会晕车，所以换到驾驶座就不会晕了！这说法我给101分，多一分给你当脸用出了事不管对错都想蹭一笔，希望法律能讲点道理，别总是会哭的孩子有奶喝 
13455,2016-10-13 12:03 ,二孟啦啦啦,,你看跟老虎说说  老虎怎么回答 
13456,2016-10-13 12:03 ,woaini无与伦比的美丽,,要点脸不 
13457,2016-10-13 12:03 ,Oozste-,,晕车就别坐车去了啊喂 在家老实待着多好 
13458,2016-10-13 12:03 ,耳朵喵喵酱,,真真是不要脸  亲人都因为你没了 还要讹钱 跟老虎对峙吧 让咬你的🐯哥赔钱 看看🐯什么反应 
13459,2016-10-13 12:03 ,桔梗花已开,蝴蝶旅人,你才好好看看吧，都是在声讨那个作女，拆穿她的晕车说，即使有你所说的人也是极少的奇葩 
13460,2016-10-13 12:03 ,囧囧lizi,,只是可怜她母亲 
13461,2016-10-13 12:03 ,C是曾与你躲雨的屋檐,,要脸好吗？自己作孽还想让别人背锅？ 
13462,2016-10-13 12:03 ,霏20151119,,2分钱都没有  不要脸  死不足惜 
13463,2016-10-13 12:03 ,谁看见我的邦尼兔了,,怎么不被咬死！ 
13464,2016-10-13 12:03 ,小洁洁洁洁洁洁i,,那这还幸亏不是在飞机上呢 
13465,2016-10-13 12:03 ,SSHHAANN__,,园内天天晕车的人多了 就你自己晕了下车 怪谁？ 
13466,2016-10-13 12:03 ,无理表情包,,换个左右就不晕了？ 
13467,2016-10-13 12:03 ,辽河沿旁的帝企鹅,,死了妈真活该 
13468,2016-10-13 12:03 ,童旺财,,想换位子在车里也能换，那男的多瘦，女的也不胖 
13469,2016-10-13 12:03 ,这该死的生物钟,,这种人，注定了要过生不如死的日子！ 
13470,2016-10-13 12:03 ,武玉容96760,,真不要脸，还索赔，吃药都得看说明书吧，工作人员不是给了六禁说明吗，自己眼瞎不看，只是动物园，不是菜市场，还晕车，自己没有安全意识，还怪别人，。 
13471,2016-10-13 12:03 ,带着鼻子去旅游,,讲真，这个理由不过关 
13472,2016-10-13 12:03 ,此微博无昵称嘛,啊斯弟灬, 
13473,2016-10-13 12:03 ,yuezzzzzZi,,动物园逼你下车的？ 
13474,2016-10-13 12:03 ,娜爱丸子,,碰瓷新高度，碰瓷新高度，碰瓷新高度 
13475,2016-10-13 12:03 ,喵果柒柒,,晕车才下车和老公换位？难道副驾换到主驾就不晕了？这脑子什么思维？智商要是有问题最好去医院测一下了，要是测出低能就别出门害人害己，已经把老娘害死了，还想出来胡言乱语兴风作浪，想推卸责任拜托也找个有点说服力的借口，到底什么原因只有她自己心里最清楚，因为真正的原因可能更可笑会让世人不耻 
13476,2016-10-13 12:03 ,生肉siren,,万能的网友人肉她好吗 
13477,2016-10-13 12:03 ,用洱朵聽陽光,,你晕车？还要换到驾驶位置开车？？你当广大群众都是傻子吗 真的low 
13478,2016-10-13 12:03 ,文宝宝小垚垚,,我把骂这个女的微博都赞了一遍！现在出来发声明说晕车太扯了吧！坐飞机是不是得跳下去啊！！！！不遵守规则就是不遵守规则，别给动物园泼脏水！要为自己的愚蠢付出代价，碰瓷🐯，你太牛逼 
13479,2016-10-13 12:03 ,昭奚旧草醉时光,,之前没采访她老公是什么原因才下车吗？她老公也说是因为晕车吗 
13480,2016-10-13 12:03 ,fsmagnolia,,果然，动物园也是倒了血霉。自己的错造成的恶果还tm怪别人! 
13481,2016-10-13 12:03 ,兮小瓜,,买的还是黑票。。。。。。 
13482,2016-10-13 12:02 ,没点本事敢梳分分头,,怎么没你咬死啊？ 
13483,2016-10-13 12:02 ,许家小七,,晕车还跟驾驶员换车的逻辑我不是很懂… 
13484,2016-10-13 12:02 ,疯子24211,,死得好，犯贱，，祝你全家死光光 
13485,2016-10-13 12:02 ,Lonely与枳,大笨笨56,你丫傻叼吧，滚你麻痹 
13486,2016-10-13 12:02 ,Zee-ll,,归根结底，就是女主下车的责任，说巡逻的人未下车施救，想想如果巡逻的如果下车施救那后过有会怎样，明知是野生虎园，还犯这样的错误 
13487,2016-10-13 12:02 ,kk-curly,,去找老虎赔吧 
13488,2016-10-13 12:02 ,宇宙里的飞船,我是朱家大小姐,就是。 
13489,2016-10-13 12:02 ,厌烦那些所谓,一个叫马头一个叫马尾, 
13490,2016-10-13 12:02 ,王俪颖erwa,,不要碧脸 
13491,2016-10-13 12:02 ,Priscilla21琪爷,,真心无语 
13492,2016-10-13 12:02 ,不想熬夜的居居女孩,,动物园错乱？？那这么多年没发生过这事呢？？怎么到你身上就发生了？ 
13493,2016-10-13 12:02 ,大爱草帽海贼团x,,换个座位你就不晕了吗？想钱想疯了，好意思推卸责任 
13494,2016-10-13 12:02 ,黄小九er啊,,我有点搞不懂景区为什么要担负一定的责任。这就好比你一定要去卧轨的话，家属还会把铁道部告上法庭吗？ 
13495,2016-10-13 12:02 ,胖哒肉,,脸皮太厚，老虎都看不下去了。 
13496,2016-10-13 12:02 ,大笨笨56,戀旧時,我怎样不关你毛事。 
13497,2016-10-13 12:02 ,X_milla,,简单点，坑钱的方式再简单点。 
13498,2016-10-13 12:02 ,生肉siren,,园方无责，全体员工该吃吃该喝喝。自作孽不可活，还撒谎晕车，还索赔。b脸 
13499,2016-10-13 12:02 ,知小念的梨涡笑容,,换座位你就不晕了？你把你妈害死了知道吗？！还在这怪人，你不知道里面油老虎？！跟动物园有个屁关系！ 
13500,2016-10-13 12:02 ,橘子k,,药店碧莲 
13501,2016-10-13 12:02 ,大眼迷离猪,,建议人肉这女的真他妈不要脸 
13502,2016-10-13 12:02 ,是梨子不是李子,,没看懂 
13503,2016-10-13 12:02 ,妮妮真的要减肥,,一分钱都不要给 
13504,2016-10-13 12:02 ,丷又要吃蛋糕,,现在怎么说都成了？ 
13505,2016-10-13 12:02 ,找丫么来找茬,,那气势汹汹，还晕车……简直笑话……晕车还去驾驶室旁边…… 
13506,2016-10-13 12:02 ,九公子酒庄,,不要狡辩了～晕车跑去你老公那边的驾驶位干嘛？直接下车或者开窗就行啦！狡辩你麻痹～老虎怎么没咬死你 
13507,2016-10-13 12:02 ,寒影邪枫,,要是晕船或者晕机 你不得往下跳？ 
13508,2016-10-13 12:02 ,Mur兔wanttoB,社会败类,@KGL_545 
13509,2016-10-13 12:02 ,Lollipop0901,,听说他们一家子都是专业医闹，这次这么好的机会怎么能不好好讹一笔→_→反正我站动物园 
13510,2016-10-13 12:02 ,洋葱王小羊格蕾孔太旺,咩树吖,北京朋友说的，她是有名的跋扈。 
13511,2016-10-13 12:02 ,努力再努力PP,,还要点碧莲不？你母亲是为了谁死的，晕车就能下车？？这是哪你不知道，滚吧，你没死就是脸皮太厚老虎咬不透。 
13512,2016-10-13 12:02 ,Melody懵-,,首先 你晕车去驾驶室也会晕的吧 动物园内观赏的车速不可能晕车吧 第二 就算你晕车 和动物园有什么关系 是动物园害你晕车的？凭什么因为你晕车动物园要赔偿 
13513,2016-10-13 12:01 ,桔梗花已开,,只想说，药店碧莲 
13514,2016-10-13 12:01 ,小姐姐初长成,,晕车干嘛换座位啊，我不懂！ 没看错的话她应该坐在副驾驶吧， 副驾驶跟驾驶座有区别吗？ 
13515,2016-10-13 12:01 ,吉仔就是安吉,, 
13516,2016-10-13 12:01 ,也许期待祈祷,,晕车跟命哪个重要，就不能坚持到开出园区吗，这种强词夺理让人无语，你母亲是因为你丢了命的，不好好想想，就想推卸责任 
13517,2016-10-13 12:01 ,pi噼li里pa啪la啦,,搞得没坐过车一样，还晕车？再说车在动物园里开能开多快？找理由也不要找这么弱智的吧。 
13518,2016-10-13 12:01 ,子曰蘅瑾,情深意重0622,呵呵，200万 
13519,2016-10-13 12:01 ,先救你妈我再游会儿y,,赔你200万？？？200块我都觉得多！ 
13520,2016-10-13 12:01 ,天秤座的羊羊羊,,晕车，被老虎咬了就不晕了 
13521,2016-10-13 12:01 ,bilibili和AcFun,,空姐 麻烦帮我打开一下舱门我晕机 
13522,2016-10-13 12:01 ,Hitomi阿呆不呆,,太不要脸啦 
13523,2016-10-13 12:01 ,袁小妹的日常,,当看过监控视频的我们是瞎了吗？还给你200万，给你大爷那个腿呀～ 
13524,2016-10-13 12:01 ,123_Cri,,换位难道不是俩人同时下车？你都站车门口半天老公都不开门，还说不是吵架 
13525,2016-10-13 12:01 ,一只连天奇,,脸皮厚  还要钱 多咬几下 
13526,2016-10-13 12:01 ,你是温暖逆光而行,,我看过那个女子被咬的全过程视频，整个过程中女子都像在自己家那样悠闲，打开车门了还在那里停顿了好久不知道在干嘛不上车，然后背对老虎，就被老虎叼走了…叼走了…之后再看视频就被删了 
13527,2016-10-13 12:01 ,小小艾名叫韩大大,,这要是赔了 就真的没天理了。 
13528,2016-10-13 12:01 ,GinaMMmmm,,我也是女的，我他妈都看不惯这个娘们这样无理取闹了！ 
13529,2016-10-13 12:01 ,真的没有好名字-,我不叫刘狗蛋,脸早就撕烂了，不要了。 
13530,2016-10-13 12:01 ,丶Tikko,,老虎啊老虎，你说你们被豢养久了连如何咬死人都不会了，哎 
13531,2016-10-13 12:01 ,子曰蘅瑾,,自己的错误要求别人承担责任 一辈子没见过钱 如此厚颜无耻 
13532,2016-10-13 12:01 ,霂雪上的晨星,小远儿不加V,对，我以前也晕车，晕车的时候真的是只想靠在那里，没她那么精神 
13533,2016-10-13 12:01 ,大笨笨56,戀旧時,是就是。关你毛事。 
13534,2016-10-13 12:01 ,不想熬夜的居居女孩,,。。。你晕车你就有理由下车了？！！你晕车是你的原因不是动物园的原因 
13535,2016-10-13 12:01 ,苏秦瑾月,,跳伞的时候，说，我恐高，是不是可以解了保护措施，下去了 
13536,2016-10-13 12:01 ,zdloexx,,不要脸啊这种人，编一对瞎话碰瓷儿来了！凑不要脸的！ 
