0,2016-10-16 20:41,【张大伟回国投案自首，为什么追逃爱劝返？】近日，犯罪嫌疑人张大伟回国投案自首。在打击贪官外逃方面,我国主要依靠引渡、遣返、劝返等措施。从实践可看出，许多外逃人员已通过劝返的方式回国接受法律的审判和制裁。什么是劝返？为什么追逃爱劝返？
16758,2016-10-16 21:08 ,无敌可爱天真活泼小月月哈哈哈,做像阳光一样温暖的女子, 看了好几条，都看成了大张伟。 
16759,2016-10-16 21:08 ,简简单单小疯子_809,,看来不止我一个人看成了大张伟 
16760,2016-10-16 21:08 ,铄叔叔,,因为大张伟，这条微博才会上热门 
16761,2016-10-16 21:08 ,你那么善良_,,我也看成大张伟了 
16762,2016-10-16 21:08 ,你的左眸_,,以为大张伟的➕10010😂😂😂 
16763,2016-10-16 21:08 ,唯独喜欢英短,,还以为大张伟 
16764,2016-10-16 21:08 ,晒着太陽睡覺的貓_,,猛一看还以为是大张伟 
16765,2016-10-16 21:08 ,FAD暮雪,,我看成了大张伟 
16766,2016-10-16 21:08 ,FRICHer-,,我看成了大张伟😂 
16767,2016-10-16 21:08 ,DeFangKong,,看成大张伟的有木有 
16768,2016-10-16 21:08 ,穿布格子的女人,,说看成大张伟的全赞了😂 
16769,2016-10-16 21:08 ,say-向日葵,,看成大张伟 
16770,2016-10-16 21:08 ,Yonghwa_changwook,,难道只有我一个第一眼看成大张伟点进来的 
16771,2016-10-16 21:08 ,小兔子iou,,不止我一个人看成大张伟 
16772,2016-10-16 21:08 ,春夏带给秋冬,,吓死了，还以为大张伟也吸毒了呢。 
16773,2016-10-16 21:08 ,在下沉鱼,,大张伟。。 
16774,2016-10-16 21:08 ,我是大缪缪,,看成大张伟的赞我 
16775,2016-10-16 21:08 ,查理瑜,,我去，我看成大张伟 
16776,2016-10-16 21:08 ,xiangshoudebugong,,看成大张伟了  还以为承认抄袭 主动投案了  还想着这事儿这么严重      看个标题想的够多 
16777,2016-10-16 21:08 ,esther_xu,,妈的乍一看以为大张伟 
16778,2016-10-16 21:08 ,IGEM_,,第一眼看成大张伟 
16779,2016-10-16 21:08 ,longxuhu,,呵呵，90%的人看成了大张伟了 
16780,2016-10-16 21:08 ,余生活在朝阳,,吓我一跳，我也看成大张伟了 
16781,2016-10-16 21:08 ,张三岁三岁岁,,看成了大张伟，😂😂 
16782,2016-10-16 21:08 ,撸铁的老男人,,尼玛 劳资还以为是大张伟 
16783,2016-10-16 21:08 ,我就是这般的女子呦,,我的第一反应卧槽 大张伟咋的了😁😁 
16784,2016-10-16 21:08 ,Cherohero,,妈蛋，看成了大张伟 
16785,2016-10-16 21:08 ,酷馨JIA,,看成大张伟了 
16786,2016-10-16 21:07 ,运气宝宝,,尼玛，以为是大张伟！ 
16787,2016-10-16 21:07 ,疯扯扯-Camille,,大张伟 
16788,2016-10-16 21:07 ,春风沉醉的那一晚,,我以为是大张伟 
16789,2016-10-16 21:07 ,皮蛋不爱瘦肉粥,,告诉我不止我一个人看成了大张伟 
16790,2016-10-16 21:07 ,小鱼凌铃,,来看大张伟犯啥事的😂😂 
16791,2016-10-16 21:07 ,煎饼卷长颈鹿,,看成大张伟 
16792,2016-10-16 21:07 ,帅的拖网速____39549,,我以为大张伟 
16793,2016-10-16 21:07 ,苦尽甘来201110,,不知我一个看成是大张伟了 
16794,2016-10-16 21:07 ,_小透明吖,,吓死，看成大张伟 
16795,2016-10-16 21:07 ,咩咩miemiemie,,硬是看成了大张伟 
16796,2016-10-16 21:07 ,尼玛我是嘎嘎啊,,第一眼以为大张伟哈哈哈哈 
16797,2016-10-16 21:07 ,super喵喵咪呀,,为什么我看成了张国伟 
16798,2016-10-16 21:07 ,不吃西红柿的女孩纸,,一看看去大张伟，吓死我了 
16799,2016-10-16 21:07 ,水露008,蒸鱼shine, 
16800,2016-10-16 21:07 ,耗儿鱼爱吃鱼,,不好意思看成大张伟 
16801,2016-10-16 21:07 ,看我霸气有可爱的网名,,我还以为是大张伟 
16802,2016-10-16 21:07 ,wina111,,我是真的猛的一看是大张伟 
16803,2016-10-16 21:07 ,暖暖的金鱼精,,吓死个鬼，擦，看成了大张伟 
16804,2016-10-16 21:07 ,郭小钰和郭小钰,,我看成大张伟 
16805,2016-10-16 21:07 ,Rucky_,JLLLLLLLLLZ-, 全是看成大张伟哈哈哈 
16806,2016-10-16 21:07 ,SJZ--Tamia,,看成大张伟 
16807,2016-10-16 21:07 ,当红叶疯le,,k，大脏伟 
16808,2016-10-16 21:07 ,小桃子de拖油瓶,,有多少人看成大张伟的请举手 
16809,2016-10-16 21:07 ,符符符符u,,第一眼大张伟第二眼张伟 
16810,2016-10-16 21:07 ,糖球KW,,我还以为是大张伟 
16811,2016-10-16 21:07 ,陈七饭,,我真的以为大张伟怎么了 
16812,2016-10-16 21:07 ,几朝欢,,我还以为大张伟😂 
16813,2016-10-16 21:07 ,帽子戴好别歪,,心疼大张伟 
16814,2016-10-16 21:07 ,IcebergCandice,元気敖叽, 
16815,2016-10-16 21:07 ,温汤青年,,就我看成大张伟？？？ 
16816,2016-10-16 21:07 ,墙角一只莓,,吓死我～我说大张伟怎么了，点进来一看张大伟 
16817,2016-10-16 21:07 ,超超小麦,,看成大张伟了！ 
16818,2016-10-16 21:07 ,liberal张晓宇,,大张伟你又咋了 
16819,2016-10-16 21:07 ,八巴拉,,看了这图片才知道不是大张伟 
16820,2016-10-16 21:07 ,Yonghwa_changwook,,有多少个人看成了大张伟点进来了 
16821,2016-10-16 21:07 ,乎兮-,,看成大张伟的抱紧我 
16822,2016-10-16 21:07 ,DENG-YILI,,尼玛看成大张伟。吓我一跳 
16823,2016-10-16 21:07 ,酉时一颗,,我是因为大张伟才点进来的 
16824,2016-10-16 21:07 ,阳光下的泡沫雪,,奶奶的 看成大张伟 吓我一跳 
16825,2016-10-16 21:07 ,酸奶小核桃,,开始我觉得肯定是我看错了，不是大张伟，然后念了三遍，没毛病，最后结论同名同姓而已。再然后看了评论，我确实看错了…… 
16826,2016-10-16 21:07 ,GinFizzz,,想了好久还以为大张伟真的吸毒了 
16827,2016-10-16 21:07 ,皮皮撸和撸兮兮是我朋友,,以为大张伟摊上什么事儿了 
16828,2016-10-16 21:07 ,草莓芝士蛋挞yy,,原来不止我一人看成大张伟 
16829,2016-10-16 21:07 ,一颗美梨,,看成大张伟了。。。看来还不是我一个人 
16830,2016-10-16 21:07 ,渡桥哥哥,,➕1 
16831,2016-10-16 21:07 ,evanvosky,,第一眼看成张大伟了卧槽 
16832,2016-10-16 21:07 ,z三疯,,第一眼看成大张伟 
16833,2016-10-16 21:07 ,一个不正经却帅气的好人,,大张伟，留名。 
16834,2016-10-16 21:07 ,Darling_浅夏er,,当我看到热搜时的第一反应是大张伟咋了？！！ 
16835,2016-10-16 21:07 ,壊人喜欢小KK,,大张伟，吓死 
16836,2016-10-16 21:06 ,語莔莔,,乍眼一看看成了大张伟 
16837,2016-10-16 21:06 ,糖衣奥特曼,,大张伟 
16838,2016-10-16 21:06 ,你认错人咯,,看来不止我一人看成大张伟 
16839,2016-10-16 21:06 ,重庆半永久纹眉尚辅,,纳尼，-.-我就说什么鬼，原来看错🐦 
16840,2016-10-16 21:06 ,-S1ckly-,,我以为是我以为的张大伟 
16841,2016-10-16 21:06 ,是我啊阿钰,,大张伟？？ 
16842,2016-10-16 21:06 ,有点理想主义的俗闺女儿,,看成大张伟的赞我 
16843,2016-10-16 21:06 ,Dear-QiuT,,吓死我了😂 
16844,2016-10-16 21:06 ,自律乐乐乐,,热评惊人的相似，，，大张伟我一开始以为你犯什么事了什么梗 
16845,2016-10-16 21:06 ,是礁不是樵,,看成了大张伟！卧槽。。 
16846,2016-10-16 21:06 ,Sisi屿鱼,,卧槽我还以为大张伟 
16847,2016-10-16 21:06 ,-熊静呢,, 
16848,2016-10-16 21:06 ,火龙果家出品,,差点看成大张伟 
16849,2016-10-16 21:06 ,浅笑Sunsgines,,妈呀，我竟然给一眼看成了大张伟。 
16850,2016-10-16 21:06 ,大波先生的小闺女楚瑜,,第一眼看成大张伟 
16851,2016-10-16 21:06 ,MeMeAnn,,看成了大张伟 
16852,2016-10-16 21:06 ,聆听是个小眼睛,,我看成了大张伟 
16853,2016-10-16 21:06 ,国服第一Timor提莫,,有多少人和我一样看成大张伟？ 
16854,2016-10-16 21:06 ,Yuiwzmpon,,看成大张伟的一定不只我一个 
16855,2016-10-16 21:06 ,等喵来,,妈的吓死爹了！以为傻儿子又犯什么事儿了！！！ 
16856,2016-10-16 21:06 ,鑫钰W,,我以为大张伟 
16857,2016-10-16 21:06 ,寄_几,,第一眼看成大张伟 
16858,2016-10-16 21:06 ,也许明天也许后天,,估计大张伟看到也觉得再说他。然后看看照片，不是自己 
16859,2016-10-16 21:06 ,傻狗二蛋,,看成大张伟🙄 
16860,2016-10-16 21:06 ,-sweet8,,难道就我看成了大张伟？ 
16861,2016-10-16 21:06 ,不吃人间烟火的仙女,,我以为是大张伟 
16862,2016-10-16 21:06 ,sunrise-秀,,多少人看成了大张伟。😄 
16863,2016-10-16 21:06 ,Gemini大王,,我看成大张伟了 
16864,2016-10-16 21:06 ,小女子99520,,看成了大张伟，我去 
16865,2016-10-16 21:06 ,萌萌家的小蝶蝶,,看成大张伟，尴尬 
16866,2016-10-16 21:06 ,回答在牛奶箱里在思域的车上等到,大张伟, 
16867,2016-10-16 21:06 ,特侖蘇無與倫比的純,,看成了大张伟投案自首 
16868,2016-10-16 21:06 ,oad_ee,,不只我一个看成大张伟😂 
16869,2016-10-16 21:06 ,朿刂犭胃Yy,,大张伟 
16870,2016-10-16 21:06 ,海底月与心上人,,热评惊人的相似 
16871,2016-10-16 21:06 ,宁主任爱吃包子_muel,,看成了大张伟 
16872,2016-10-16 21:06 ,yuyu_330SC,曾经是第一名,是的，不止你一个人 
16873,2016-10-16 21:06 ,JIR贾-H2zz,,我他妈看成大张伟了我才点的 
16874,2016-10-16 21:06 ,夏河猫,叫我小琳君,损sai  
16875,2016-10-16 21:06 ,还要再瘦一点的小别扭,,我还以为大张伟也在朝阳区，然后偷跑，最后被抓…… 
16876,2016-10-16 21:05 ,广延路边的一条咸鱼,,看成大张伟了 
16877,2016-10-16 21:05 ,Y-XU-,,吓得我虎躯一震 以为是大张伟 
16878,2016-10-16 21:05 ,Xuqiutiing,,只有我一个人看成大张伟了么 
16879,2016-10-16 21:05 ,八爪鱼拯救世界,,看成了大张伟 
16880,2016-10-16 21:05 ,有可能之前的昵称不太好,,第一秒看成大张伟，反应过来自己笑了，特地来评论说一下 
16881,2016-10-16 21:05 ,Oddssay,,看成大张伟，我还纳闷半天 
16882,2016-10-16 21:05 ,我们家小漂亮,,吓我一跳 
16883,2016-10-16 21:05 ,凡加利利,,我看三遍看成了大张伟 
16884,2016-10-16 21:05 ,4heart心,,我也看成大张伟了 
16885,2016-10-16 21:05 ,Justsoso卜,,以为是大张伟😂😂 
16886,2016-10-16 21:05 ,Hello-LzZzJia,,看成大张伟的赞我 
16887,2016-10-16 21:05 ,我是Judy啊,,此大张伟非彼大张伟 
16888,2016-10-16 21:05 ,北爱991,,我看成大张伟了 
16889,2016-10-16 21:05 ,爱吃巧克力的栗子,,一眼看成大张伟，吓得我赶紧点开看看 
16890,2016-10-16 21:05 ,呗哓喵,大张伟, 了… 
16891,2016-10-16 21:05 ,迷迷糊糊就酱紫,,以为是大张伟 
16892,2016-10-16 21:05 ,甜筒盒子,,乍一看以为大张伟 
16893,2016-10-16 21:05 ,洢洢啊,,吓死我了 真以为是大张伟 
16894,2016-10-16 21:05 ,鹿Boss的Bean,,看来不是我一个人看成了大张伟。。。 
16895,2016-10-16 21:05 ,你的特别人--,,吓死我了 以为是大张伟 
16896,2016-10-16 21:05 ,狮子座的小姐姐爱肉肉,,我去，第一眼看成大张伟，还愣住了 
16897,2016-10-16 21:05 ,尚书亦Y,,有多少人看成了  大张伟  反正我看了好几次 
16898,2016-10-16 21:05 ,傻里傻气的奋斗,,恩能自首太好了，原来不只我一个人吓得点开标题看大张伟怎么了😂😂 
16899,2016-10-16 21:05 ,梁慧敏Baby,,我看成了大张伟 
16900,2016-10-16 21:05 ,照镜纸,,大张伟怎么了？宋冬野把他供出来了？ 
16901,2016-10-16 21:05 ,精神分裂症患者小白,,我以为就我自己看成了大张伟 不过大老师那么正直 怎么会被逮捕呢 
16902,2016-10-16 21:05 ,是翊小土啊,,我的妈，吓死我了，不看评论我都没反应过来 
16903,2016-10-16 21:05 ,我要这体重有何用,,一看热搜大张伟投案自首……😂吓我一跳 
16904,2016-10-16 21:05 ,小云-一,,第一眼看成大张伟的举手🙋 
16905,2016-10-16 21:05 ,Xsxsxsi,,我还以为是大张伟啊 
16906,2016-10-16 21:05 ,多得他她,,第一眼大张伟我就好奇大张伟干啥了 
16907,2016-10-16 21:05 ,我是红领巾yeah,,吓我一跳 第一眼看成大张伟  
16908,2016-10-16 21:05 ,sheet_one,,我把看成大张伟的全部赞了一遍 
16909,2016-10-16 21:05 ,Angels降临,,哎呦喂，看成大张伟，吓我一跳。 
16910,2016-10-16 21:05 ,欲辩以妄言,大张伟, 
16911,2016-10-16 21:05 ,NI慕颖,,我就说 大张伟干啥了。。 
16912,2016-10-16 21:05 ,卢胖子是个大胖纸,,来来来！🙋🏻看一下都有谁第一眼看成了大张伟😂 
16913,2016-10-16 21:05 ,啊油尅丁米,,我以为大张伟犯啥事了😂 
16914,2016-10-16 21:05 ,pang萱要减肥,,乍一看看成了大张伟…… 
16915,2016-10-16 21:05 ,YiNing-Z,,大张伟看了评论一脸懵逼 
16916,2016-10-16 21:05 ,小九子96,,还以为是大张伟   吓死宝 
16917,2016-10-16 21:05 ,夏河猫,,妈呀，我怎么经常看错标题？看成大张伟了，我还想着这损孩子又犯什么事了呢 
16918,2016-10-16 21:05 ,弦音安琪,,这名字？ 
16919,2016-10-16 21:05 ,这位孔同学,,对不起了大老师我眼瞎 
16920,2016-10-16 21:05 ,可乐兴辰,,我看成了大张伟 不然我应该不会点进来 
16921,2016-10-16 21:05 ,等喵来,,妈的吓死爹了！以为傻鹅子又犯什么事儿了！ 
16922,2016-10-16 21:05 ,欧尼请叫我阿怪,,看两遍都看成大张伟下午看电视还在金鹰节看到他了 还纳闷啥时候出国了😂 
16923,2016-10-16 21:04 ,miao快到碗里来l,,有多少是看成大张伟进来的 
16924,2016-10-16 21:04 ,阿冰不是大笨蛋,,妈啊看了评论才知道看出大张伟的不是我一个人啊 
16925,2016-10-16 21:04 ,努力努力再努力ysc,,大张伟莫名躺枪😂 
16926,2016-10-16 21:04 ,阿Chou啊_,,我看成了大张伟😂😂😂 
16927,2016-10-16 21:04 ,_AQUARius馒头_,,都是因为看成了大张伟才上的热门吧 
16928,2016-10-16 21:04 ,我们没有在一起09,,王思聪要开party了 
16929,2016-10-16 21:04 ,冰块味的冰淇淋,,就知道有一大堆人会看成大张伟    因为我也是😂 
16930,2016-10-16 21:04 ,省倒你没有以前对我好咯,,大张伟 
16931,2016-10-16 21:04 ,叫我小琳君,,我真以为大张伟才点进来的 
16932,2016-10-16 21:04 ,吃可爱长大的忙着可爱,,吓我一跳 看成了大张伟 
16933,2016-10-16 21:04 ,萩花瑟瑟,,我居然看成大张伟 
16934,2016-10-16 21:04 ,学会放弃19821128,往事随风815,我也是， 
16935,2016-10-16 21:04 ,静静等待ccp,,肯定不是我一个人看到大张伟的吧？？ 
16936,2016-10-16 21:04 ,小二来半杯凉白开,,看成了大张伟 
16937,2016-10-16 21:04 ,朽木XMCL, 很好奇地点进来看看他犯什么事儿了, 
16938,2016-10-16 21:04 ,VIVI-喵,,我以为大张伟呢 
16939,2016-10-16 21:04 ,民酱酱,北溟没有狼, 哈哈哈哈哈哈哈哈 
16940,2016-10-16 21:04 ,地味男子,,看成大张伟的请点个赞让我知道我不是一个人 
16941,2016-10-16 21:04 ,为什么我还是学渣0,,我以为是大张伟 
16942,2016-10-16 21:04 ,ET-PUZZLE,,我第一眼以为是大张伟😂 
16943,2016-10-16 21:04 ,愿时光善待1106,,吓我一跳以为…… 
16944,2016-10-16 21:04 ,iceloli_,,我也看成大张伟了哈哈哈 
16945,2016-10-16 21:04 ,HuuuuuuQ,,这两天一直想大张伟这是怎么了 
16946,2016-10-16 21:04 ,暴躁乔,,看成大张伟卧槽 
16947,2016-10-16 21:04 ,real_7她Chen,,张大伟，大张伟，傻傻分不清楚 
16948,2016-10-16 21:04 ,萌哒哒的喵2333,,吓一跳，看成大张伟 
16949,2016-10-16 21:04 ,李HoMay,,大张伟… 他犯什么事了 
16950,2016-10-16 21:04 ,Llinnil-,,看错了，以为大张伟 
16951,2016-10-16 21:04 ,喵喵杏酱,,我是看成“大张伟”才进来的 
16952,2016-10-16 21:04 ,晨就是晨晨的晨,,看成大张伟 
16953,2016-10-16 21:04 ,尹靠谱真的很nice,,看成大张伟 
16954,2016-10-16 21:04 ,岛棵特,,看成大张伟了 
16955,2016-10-16 21:04 ,眼角眉梢SAMA,,大张伟咋了 
16956,2016-10-16 21:04 ,阿宅宅宅__,,告诉我不是我一个人看成大张伟？？！ 
16957,2016-10-16 21:04 ,丢丢lanlan,,看成大张伟 
16958,2016-10-16 21:04 ,文文切克闹,,我看成了大张伟 
16959,2016-10-16 21:04 ,浪啊啊啊啊啊啊啊啊啊啊啊,,第一眼看成大张伟的不是我一个人 
16960,2016-10-16 21:04 ,九月九日九点钟,,吓死了  人间精品不能坐牢 
16961,2016-10-16 21:04 ,努力努力再努力ysc,,看成大张伟的肯定不止我一个😂 
16962,2016-10-16 21:04 ,闺啵,Lady_Slim,一样 
16963,2016-10-16 21:04 ,唯独八月,,都以为是大张伟 
16964,2016-10-16 21:04 ,Queenie-Cherry,,吓我一跳。以为大张伟 
16965,2016-10-16 21:04 ,Daz_Ruu,,我还以为大张伟也吸毒了 
16966,2016-10-16 21:03 ,淦淦aileen,,原来不是我一个人看成大张伟 
16967,2016-10-16 21:04 ,先救你妈我再游会儿y,,全部看成大张伟了 
16968,2016-10-16 21:03 ,穷途潦倒的小王八,,大张伟 
16969,2016-10-16 21:03 ,空壳少女00,,成功吸引我了 
16970,2016-10-16 21:03 ,SupperLiiiii,,吓我一跳，还以为是嘻唰唰的大张伟。。。 
16971,2016-10-16 21:03 ,萌羊懵懵,,看成大张伟了，我想着不应该只是上热搜啊，应该是头条➕爆啊 
16972,2016-10-16 21:03 ,就不吃蛋黄儿,,看成，，大张伟 
16973,2016-10-16 21:03 ,看看看看什么哦,,我以为大张伟犯了什么事 
16974,2016-10-16 21:03 ,abcdi,,我还以为大张伟也吸毒了 
16975,2016-10-16 21:03 ,邋爷,,评论全是大张伟 
16976,2016-10-16 21:03 ,污力CanCan,大张伟, 
16977,2016-10-16 21:03 ,逃心海边人,,吓人啦，以为是大张伟呢！ 
16978,2016-10-16 21:03 ,您的好友小橘子已上线,,只有我一个人看成大张伟了吗？ 
16979,2016-10-16 21:03 ,于欢欢回来找姐姐,大张伟, 我们一起以为是你 
16980,2016-10-16 21:03 ,biubiubiulara,,我还以为大张伟 
16981,2016-10-16 21:03 ,这位孔同学,三天天空,我也是对不起了大老师 
16982,2016-10-16 21:03 ,PLA-huir,纳尼？大老师被抓了, 
16983,2016-10-16 21:03 ,陈默然cc,,第一眼看成张国伟，再看看成大张伟……最后才看成张大伟………艾玛，这眼神是不行了！ 
16984,2016-10-16 21:03 ,Mennnnnnnng,,吓死了 还以为大张伟 
16985,2016-10-16 21:03 ,贪玩鬼鬼_MelodyCiCi,,我看成了大张伟 
16986,2016-10-16 21:03 ,爱哭的魏三岁,,大张伟。。 
16987,2016-10-16 21:03 ,花果山的猴哥H,#大张伟#, 
16988,2016-10-16 21:03 ,Lee_嘚嘚儿,,吓尿我 张大伟 
16989,2016-10-16 21:03 ,有且仅有你_,,我以为是大张伟告诉我不是我一个人看错 
16990,2016-10-16 21:03 ,DMNNNN,,‍确实‍看成‍了‍大‍张伟‍。 
16991,2016-10-16 21:03 ,李氏家族菲girl,,我也看成是大张伟了 
16992,2016-10-16 21:03 ,姓吕名布字赤兔,,看成大张伟了 
16993,2016-10-16 21:03 ,是病啊啊啊,,我以为大张伟 
16994,2016-10-16 21:03 ,糜裳-,,好吓我，我去😂😂看成大张伟了😂 
16995,2016-10-16 21:03 ,背着吉他的小螃蟹,,吓死我了，我还以为是大老师呢。。。。。。 
16996,2016-10-16 21:03 ,AIMeeHZZZ,,眼拙 看成大张伟不好意思 
16997,2016-10-16 21:03 ,祖国的花朵是小米粒,,我看成大张伟了 
16998,2016-10-16 21:03 ,ready-for,,我以为是大张伟勒 
16999,2016-10-16 21:03 ,把霸王龙送你了,,为什么评论都是看成大张伟😂 
17000,2016-10-16 21:03 ,屌丝女珍,,就我一人误认为是大张伟吗？ 
17001,2016-10-16 21:03 ,21home桂林民宿,,😂  原来不止我一人以为是大张伟 
17002,2016-10-16 21:03 ,陈雪今天喝酒了吗,,原来不是我一个人看成了大张伟，还寻思呢，大张伟啥时候犯罪了 
17003,2016-10-16 21:03 ,不愿意透露姓名的童先森,,我还以为大张伟抄袭被抓了， 
17004,2016-10-16 21:03 ,艳儿lyrics,,妈蛋，吓一跳，还说我大张伟咋的了 
17005,2016-10-16 21:03 ,joker-Jacky,,吓死我...大张伟...大老师...我错了......还在想你啥时候出国了呢！😂 😂 😂 😓 😓 😓 
17006,2016-10-16 21:03 ,尔康你能走点心吗,,心疼无辜的大张伟 
17007,2016-10-16 21:03 ,LiuHJ慧娟LAY,,。。。。都看成大张伟了 
17008,2016-10-16 21:03 ,镜中彼岸,,原来我不是一个人 
17009,2016-10-16 21:03 ,老牟尼子,,大张伟犯了什么事 
17010,2016-10-16 21:03 ,陈小橘喵,,艾玛，我看成大张伟了 
17011,2016-10-16 21:03 ,猪猪霞喔,,我以为是大张伟我才点进来的 
17012,2016-10-16 21:03 ,淘宝超省优惠券,,我擦！看成大张伟了！ 
17013,2016-10-16 21:03 ,Solooooser,,握草，看见大张伟立马戳进来了  然而看了半天并没有看懂，看评论才反应过来握草 
17014,2016-10-16 21:03 ,手拿搓衣板,,看成大张伟戳进来的 
17015,2016-10-16 21:03 ,小小书__,,谁和我一样 看成大张伟了！！！ 
17016,2016-10-16 21:03 ,杨洋的老婆在此-,,我也以为大张伟…… 
17017,2016-10-16 21:03 ,林中一叶_,,我TM看成大张伟 
17018,2016-10-16 21:03 ,失踪灯塔,,我以为大张伟犯罪了 
17019,2016-10-16 21:03 ,不吃洋葱的壮壮,,以为大张伟哈哈哈 
17020,2016-10-16 21:03 ,刘空空,,吓死我了 还以为大张伟大老师出什么事儿了~🙈🙈🙈 
17021,2016-10-16 21:03 ,Jason每天要背单词练听力啊,,有多少人和我一样看成了大张伟 
17022,2016-10-16 21:03 ,长大了的1991什么鬼,,吓死了，以为大张伟 
17023,2016-10-16 21:03 ,如果可以我也想重来,,我也看成大张伟了 哈哈哈 笑死 
17024,2016-10-16 21:03 ,酒友似狗,,我也看成大张伟了 
17025,2016-10-16 21:03 ,樱本橘,,我来看看有多少人和我一样看成大张伟，原来都是战友 
17026,2016-10-16 21:02 ,小孩不笨girl,,第一眼以为大张伟！+1 
17027,2016-10-16 21:02 ,芒勋少女妳,,看成大张伟了😂 
17028,2016-10-16 21:02 ,我的少年啊yixing,,哈哈哈，看成了大张伟😂😂😂😂 
17029,2016-10-16 21:02 ,Nibabaxixi,,差点就信了， 
17030,2016-10-16 21:02 ,刘哈哈姓刘,,看成大张伟点进来的 赞我让我知道我不是一个人好嘛。 
17031,2016-10-16 21:02 ,--YiLing--,,看成大张伟 
17032,2016-10-16 21:02 ,kcu7,,第一眼看成大张伟的赞我 
17033,2016-10-16 21:02 ,爱吃鲨鱼的猫t,,这特么不是大张伟？ 握草 
17034,2016-10-16 21:02 ,兔兔兔八哥-,,看成大张伟 点进评论原来有一堆中招的 
17035,2016-10-16 21:02 ,乘风抟飞,,第一眼看成大张伟的举个小手😊 
17036,2016-10-16 21:02 ,因为我和你很像,,原来不止我一个人看成大张伟 
17037,2016-10-16 21:02 ,坏点子怪兽icon,,看成大张伟，吓得我手机都掉了 
17038,2016-10-16 21:02 ,咸鱼餸白饭咯,,我去，看成大张伟 
17039,2016-10-16 21:02 ,想做一个人傻钱多的美女子,,我以为是大张伟  吓死我了 
17040,2016-10-16 21:02 ,自信多言的小蘑菇,,看成大张伟了😂 
17041,2016-10-16 21:02 ,林更新的小傻子呀,,吓死宝宝了 我还想wuli段子手大张伟咋地了 仔细一看 原来是张大伟 
17042,2016-10-16 21:02 ,滚水浓些,,原来不只我个看错了，我就想问问大张伟性什么 
17043,2016-10-16 21:02 ,小雨没雪,,看成了大张伟。。。。 
17044,2016-10-16 21:02 ,群老师的裙子,曾经是第一名,你不是一个人😂 
17045,2016-10-16 21:02 ,夏小姐的衣衣店,,第一眼看成了大张伟 
17046,2016-10-16 21:02 ,祁苗喵喵呐,,都看成了大张伟 
17047,2016-10-16 21:02 ,锦鲤不锦鲤,,我看成了大张伟 
17048,2016-10-16 21:02 ,一颗杧果,海生查, 嗯，我看成大张伟了 
17049,2016-10-16 21:02 ,林慕柯07,,看成大张伟，吓死。 
17050,2016-10-16 21:02 ,不愿意透露姓名的童先森,,看成大张伟了。。。 
17051,2016-10-16 21:02 ,padmwpcdxujm,,我看成了张国伟 
17052,2016-10-16 21:02 ,TheLoner_孤独者,FantasticPatty,确实如此 
17053,2016-10-16 21:02 ,一生惟愿平安喜乐,,我看成了大张伟 
17054,2016-10-16 21:02 ,你们的姑娘啊,,哈哈哈哈哈哈哈哈哈哈看成了大张伟😂😂😂 
17055,2016-10-16 21:02 ,天空不拒飞鸟,,以为是大张伟 
17056,2016-10-16 21:02 ,小小影子_ye,,新大鹿刚上线就出事？就知道是我看错了 
17057,2016-10-16 21:02 ,小米虫咖菲猫cs神,,看成大张伟 
17058,2016-10-16 21:02 ,hi赵赵赵,都说了我叫青菜啊, 看成了大张伟😂 
17059,2016-10-16 21:02 ,许的暮伊呀,,我是看到大张伟进来的 
17060,2016-10-16 21:02 ,煕姐,,体验看成体检，张大伟看成大张伟 
17061,2016-10-16 21:02 ,栀夑,,居然看成了大张伟是什么鬼😂 
17062,2016-10-16 21:02 ,柠栀挽歌-,,以为是大张伟 
17063,2016-10-16 21:02 ,北与与南,,word妈 一眼看成大张伟 
17064,2016-10-16 21:02 ,晒月亮的海宝儿,,我以为是大张伟😂😂😂 
17065,2016-10-16 21:02 ,驰文Clarma,,害人不浅的，让劳资看成大张伟， 
17066,2016-10-16 21:02 ,别逃,,大张伟由于和薛之谦讲段子输了 投案自首 
17067,2016-10-16 21:02 ,林大样儿,熊本熊芽美子, 哈哈哈，好多人看成大张伟，我也是 
17068,2016-10-16 21:02 ,王也道长的水杯,,看成大张伟了🙄告诉我不只我一个🤔 
17069,2016-10-16 21:02 ,大熊大熊和小熊,,以为是大张伟，看了半天 
17070,2016-10-16 21:02 ,小沫儿嘤嘤,,我就看看有多少人看成大张伟了 
17071,2016-10-16 21:02 ,小猪猪不迷糊,,看了看成大张伟 
17072,2016-10-16 21:02 ,Rilakkuma_咪了個喵星人,,我看成了大张伟 
17073,2016-10-16 21:02 ,成為一條鹹魚,,我看成大张伟 
17074,2016-10-16 21:02 ,-银耳r,,一眼看成大张伟 
17075,2016-10-16 21:02 ,猪猪不是胖嘟嘟,,吓我一跳 以为大张伟怎么了 
17076,2016-10-16 21:02 ,理想三旬la,,吓我一跳我以为是大张伟 
17077,2016-10-16 21:02 ,_王薇薇vivi_,,我以为大张伟，要不是看评论，我肯定又不知道说啥了😂😂😂 
17078,2016-10-16 21:02 ,Augustiam,,看成了大张伟 
17079,2016-10-16 21:02 ,王小样是王小样的样,,果然所有人都看成了大张伟 
17080,2016-10-16 21:01 ,右小姐和左先生的故事,,看告诉我，不是只有我看成大张伟的 
